"IDPUBLICACION","IDTIPOPUBLICACION","IDFUENTE","NO_AUTORES","AO_PUBLICACION","TITULO","NOMBRE_LIBRO-REVISTA","EDITOR_LIBRO","VOL_REVISTA","NUM_REVISTA","EDITORIAL/INSTITUCION","FECHA_PUBLICACION","LUGAR_PUBLICACION","PAG_ARTICULO","PAG_PUBLICACION","suma"
578.00,9.00,1.00,2.00,"1988","Z-425","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1988","ND","ND","11",1.00
579.00,9.00,1.00,1.00,"1984","Z-384: Anlisis de los restos animales procedentes de San Blas, Nayarit","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1984","ND","ND","14",1.00
580.00,9.00,1.00,1.00,"1984","Z-388: Identificacin del material seo de San Francisco Mazapa, Mxico","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1984","ND","ND","6",1.00
581.00,9.00,1.00,1.00,"1984","Z-387: Informe de los restos seos y conchas de Teotihuacan, Mxico","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1984","ND","ND","3",1.00
582.00,9.00,1.00,1.00,"1985","Z-403: Identificacin de los restos de animales, procedentes de San Francisco Mazapa, Edo. de Mxico","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1985","ND","ND","5",1.00
583.00,8.00,1.00,1.00,"1996","Una osamenta del pleistoceno de Santa Mara del Oro, Durango, atencin prestada a una denuncia (9-18)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropologa e Historia","1996","ND","ND","ND",1.00
584.00,9.00,1.00,2.00,"1988","Z-428: Anlisis de los restos de fauna de Tepetitln, Hidalgo","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1988","ND","ND","30",1.00
585.00,9.00,1.00,1.00,"1985","Z-401: Identificacin de los restos de animales procedentes de Chimalhuacan, Atenco, Edo. de Mxico","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1985","ND","ND","12",1.00
586.00,9.00,1.00,1.00,"1989","Z-436: Los vertebrados de Laguna Miramar, Chiapas","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1989","ND","ND","10",1.00
587.00,9.00,1.00,3.00,"1983","Z-381: Identificacin de los restos seos de las excavaciones de Tlapacoya XVIII, Mxico","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1983","ND","ND","5",1.00
588.00,9.00,1.00,2.00,"1982","Z-367: Estudio de los restos animales de tres sitios arqueolgicos de Sonora","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1982","ND","ND","10",1.00
589.00,9.00,1.00,2.00,"1995","Z-469: Identificacin de material fsil, Yautepec, Morelos","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1995","ND","ND","ND",1.00
590.00,9.00,1.00,2.00,"1995","Z-472: Informe de la arqueofauna de Morales, Guanajuato","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1995","ND","ND","10",1.00
591.00,1.00,2.00,2.00,"1986","El conejo en la antigua alimentacin de los mexicanos","Informacin Cientfica y Tecnolgica","ND",8.00,"118","ND","1986","ND","9--","ND",1.00
592.00,1.00,3.00,2.00,"1995","A new species of Capromeryx (Mammalia: Artiodactyal) from the tauton local fauna of Washington, and the correlation with other Blancan faunas of Washington and Ohio","Journal of Vertebrate Paleontology","ND",15.00,"1","ND","ND","ND","160-170","ND",1.00
593.00,9.00,1.00,2.00,"1994","Z-462: Anlisis de la fauna de vertebrados terrestres procedentes de Palenque, Chiapas","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1994","ND","ND","23",1.00
594.00,9.00,1.00,1.00,"1995","Z-471: Anlisis de la arqueofauna de la Mixtequilla","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1995","ND","ND","ND",1.00
595.00,9.00,1.00,1.00,"1995","Z-479: Informe de la identificacin del material oseo procedente del centro ceremonial, Tres Cerritos, Municipio de Cuitzeo, Michoacan, Mxico","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1995","ND","ND","5",1.00
596.00,9.00,1.00,1.00,"1992","Z-450: Anlisis del material oseo procedente de Edzna, Campeche","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1992","ND","ND","2",1.00
597.00,9.00,1.00,1.00,"1992","Z-451: Anlisis de los restos oseos del sitio ""El Limonal"", Chiapas","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1992","ND","ND","2",1.00
598.00,9.00,1.00,1.00,"1995","Z-469","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1995","ND","ND","3",1.00
599.00,9.00,1.00,1.00,"1991","Z-445: Anlisis del material arqueozoolgico, procedente del edificio de el real seminario de Mneria, Guatemala 90, Mxico, D. F.","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1991","ND","ND","18",1.00
600.00,9.00,1.00,1.00,"1990","Z-440","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1990","ND","ND","1",1.00
601.00,9.00,1.00,1.00,"1990","Z-443: Anlisis de los restos oseos de Xcaret, Quintana Roo","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1990","ND","ND","5",1.00
602.00,9.00,1.00,2.00,"1993","Z-457: Anlisis de los restos de fauna del sitio arqueologico de Xochicalco, Morelos","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1993","ND","ND","29",1.00
603.00,9.00,1.00,1.00,"1994","Z-463","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1994","ND","ND","1",1.00
604.00,9.00,1.00,1.00,"1992","Z-449","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1992","ND","ND","1",1.00
605.00,9.00,1.00,2.00,"1993","Z-459: Artefactos de hueso y concha del sitio Chalco (Ch-Az-172), montculo 65","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1993","ND","ND","15",1.00
606.00,9.00,1.00,2.00,"1996","Z-484: Restos de fauna del sitio arqueolgico de ""Los Moctezumas"", Municipio de Villa Ahumada, Chihuahua","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1996","ND","ND","7",1.00
607.00,9.00,1.00,1.00,"1990","Z-442","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1990","ND","ND","2",1.00
608.00,2.00,1.00,1.00,"1997","Anlisis del material zoolgico procedente de los sitios arqueolgicos de Jonuta, Tabasco y Campeche, Mxico","En: Homenaje al profesor Ticual lvarez. Coleccin Cientfica","Arroyo Cabrales, Joaqun y Polaco, scar J.",0.00,"357","Instituto Nacional de Antropologa e Historia","ND","Mxico","343-366","391",1.00
609.00,9.00,1.00,2.00,"1995","Z-480: Informe de anlisis de los materiales fosiles procedentes de El Pantanal, Xalisco, Nayarit","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1995","ND","ND","4",1.00
610.00,1.00,1.00,1.00,"1989","Basureros del Formativo Tardo en Don Martn, Chiapas","Arqueologa","ND",0.00,"1","Instituto Nacional de Antropologa e Historia","ND","ND","61-70","ND",1.00
611.00,1.00,1.00,1.00,"1989","La prehistoria en Mxico y Centroamrica","Arqueologa","ND",0.00,"2","Instituto Nacional de Antropologa e Historia","ND","ND","3-18","ND",1.00
612.00,1.00,1.00,1.00,"1992","Anlisis del material arqueozoolgico procedente de San Luis, La Loma, Guerrero","Arqueologa","ND",0.00,"7","Instituto Nacional de Antropologa e Historia","ND","ND","29-38","ND",1.00
613.00,1.00,3.00,1.00,"1984","Late Cenozoic mammals from northwestern Mexico","Journal of Vertebrate Paleontology","ND",4.00,"2","ND","ND","ND","208-215","ND",1.00
614.00,9.00,1.00,2.00,"1989","Z-437: Anlisis de los restos oseos procedentes de las excavaciones de Teotihuacn, Mxico","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1989","ND","ND","40",1.00
615.00,9.00,1.00,1.00,"1996","Z-482: Anlisis de restos faunsticos de vertebrados en Xochicalco, Morelos","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1996","ND","ND","60",1.00
616.00,9.00,1.00,1.00,"1993","Z-461: Informe de los restos de arqueofauna y conquiliologico de ""Las ventanas""","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1993","ND","ND","6",1.00
617.00,9.00,1.00,1.00,"1994","Z-465: Anlisis de la fauna proveniente de las excavaciones del sitio ""El Japn"", Xochimilco, D. F., Mxico","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1994","ND","ND","72",1.00
618.00,9.00,1.00,2.00,"1993","Z-453: Identificacin de los restos seos procedentes del Templo de Quetzalcatl, Teotihuacn, Mxico","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1993","ND","ND","11",1.00
619.00,9.00,1.00,2.00,"1989","Z-438: Identificacin de restos oseos procedentes de Teotihuacn, Edo. de Mxico","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1989","ND","ND","24",1.00
620.00,9.00,1.00,2.00,"1996","Z-483: Anlisis de los restos oseos procedentes de Tehuacn viejo, Puebla","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1996","ND","ND","13",1.00
621.00,1.00,1.00,2.00,"1994","Z-468: Estudio arqueozoolgico en Yaxchilan, Chiapas","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1994","ND","ND","64",1.00
622.00,9.00,1.00,1.00,"1993","Z-460: La fauna arqueolgica de Tlalpizahuac","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1993","ND","ND","72",1.00
623.00,9.00,1.00,2.00,"1995","Z-470: Los recursos faunsticos de Chalco: Tolteca temprano a Azteca tardio","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1995","ND","ND","43",1.00
624.00,1.00,3.00,2.00,"1992","The Paleozoology Laboratory (Mxico) and its roles in Quaternary studies","Current Research in the Pleistocene","ND",9.00,"ND","ND","ND","ND","73-75","ND",1.00
625.00,1.00,2.00,3.00,"1993","New excavations at San Josecito Cave, Nuevo Len Mxico","Current Research in the Pleistocene","ND",10.00,"ND","ND","ND","ND","91-94","ND",1.00
626.00,8.00,1.00,2.00,"9999","Informe de la denuncia (84-12)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropologa e Historia","ND","ND","ND","ND",1.00
627.00,1.00,3.00,1.00,"1876","Descripcin de un crustceo fsil del gnero Spheroma (Spheroma burkatii) y resea geolgica del Valle de Ameca de Jalisco","La Naturaleza","ND",3.00,"ND","ND","ND","ND","355-361","ND",1.00
628.00,7.00,1.00,2.00,"1991","A skeleton of Equus? conversidens from Pleistocene deposits in Guanajuato, Mexico","Journal of Vertebrate Paleontology","ND",2.00,"3","ND","ND","ND","20A","ND",1.00
629.00,7.00,3.00,2.00,"1996","New late Cenozoic vertebrate localities in Jalisco, Mexico","Journal of Vertebrate Paleontology","ND",16.00,"3","ND","ND","ND","26A","ND",1.00
630.00,7.00,3.00,1.00,"1983","Mammoths of North America","Journal of Vertebrate Paleontology","ND",2.00,"4","ND","ND","ND","486-487","ND",1.00
631.00,7.00,3.00,2.00,"1996","Testing the generalist vs. specialist hypothesis: ecological densities and taxonomic inferences from Mammuthus and Mammut in North American and Mexico","Journal of Vertebrate Paleontology","ND",16.00,"3","ND","ND","ND","65A","ND",1.00
632.00,7.00,3.00,1.00,"1990","New record of Equus conversidens Owen, 1869 (Mammalia; Perissodactyla, Equidae) from Rancho La Bera","Journal of Vertebrate Paleontology","ND",9.00,"3","ND","ND","ND","41A","ND",1.00
633.00,1.00,2.00,1.00,"1992","La domesticacin de animales en el viejo y el nuevo mundo","Veterinaria Mexicana","ND",13.00,"4","ND","1992","ND","275-302","ND",1.00
634.00,1.00,1.00,2.00,"1990","Un entierro de aves en la antigua ciudad de Tula","Ciencia y Desarrollo","ND",16.00,"93","ND","ND","ND","41-48","ND",1.00
635.00,1.00,2.00,3.00,"1985","El berrendo de Amrica del Norte","Informacin Cientfica y Tecnolgica","ND",7.00,"3","ND","ND","ND","17-18","ND",1.00
636.00,1.00,1.00,1.00,"1990","Informe preliminar acerca del material faunstico encontrado en el barrio Oaxaqueo de Teotihuacn (1987)","Antropolgicas","ND",0.00,"5","ND","ND","ND","67-78","ND",1.00
637.00,1.00,2.00,2.00,"1989","Importancia de los venados en Terremote-Tlaltenco","Ciencia y Desarrollo","ND",15.00,"85","ND","ND","ND","63-72","ND",1.00
638.00,1.00,2.00,2.00,"1988","Restos de Ovis canadiensis en el centro de Mxico","Ciencia y Desarrollo","ND",14.00,"82","ND","ND","ND","65-73","ND",1.00
639.00,1.00,1.00,2.00,"1988","Un entierro de Ovis canadiensis en el area de Tula, Hgo.","Antropolgicas","ND",0.00,"2","ND","ND","ND","48-55","ND",1.00
640.00,1.00,2.00,1.00,"1994","Religin y domesticacin animal en Mesoamrica","Veterinaria Mexicana","ND",25.00,"4","ND","ND","ND","303-308","ND",1.00
641.00,1.00,2.00,1.00,"1995","Impacto del recurso faunstico en la sociedad teotihuacana","Antropolgicas, nueva poca","ND",0.00,"13","ND","ND","ND","81-86","ND",1.00
642.00,7.00,3.00,1.00,"1989","Late Cenozoic mammal faunas from Aguascaliente, Mexico","Journal of Vertebrate Paleontology","ND",9.00,"3","ND","ND","ND","33A","ND",1.00
643.00,9.00,1.00,1.00,"1969","Z-130","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1969","ND","ND","1",1.00
644.00,7.00,3.00,1.00,"1990","Analysis of the horses from the Cedazo local fauna (Pleistocene) of Aguascalientes, Mxico","Journal of Vertebrate Paleontology","ND",10.00,"3","ND","ND","ND","39A","ND",1.00
645.00,1.00,2.00,4.00,"1987","La vida domstica en Teotihuacn. Un estudio interdiciplinario","Ciencia y Desarrollo","ND",0.00,"77","ND","ND","ND","21-32","ND",1.00
646.00,7.00,3.00,2.00,"1996","A glyptodon (Mammalia: Xenarthra) from the Pleistocene of the Mixteca, Puebla, Mexico","Journal of Vertebrate Paleontology","ND",16.00,"3","ND","ND","ND","54A","ND",1.00
647.00,1.00,1.00,1.00,"1995","Anatoma dental del perro peln mexicano","Veterinaria Mexicana","ND",26.00,"4","ND","ND","ND","317-331","ND",1.00
648.00,1.00,2.00,1.00,"1994","Cuntas razas de perros existieron en el Mxico prehispnico?","Veterinaria Mexicana","ND",25.00,"1","ND","ND","ND","1-11","ND",1.00
649.00,1.00,1.00,2.00,"1988","Uso y aprovechamiento de la fauna, en las zonas habitacionales exploradas en la antigua ciudad de Tula, Hgo.","Revista Mexicana de Estudios Antropolgicos","ND",34.00,"1","Sociedad Mexicana de Antropologa","ND","ND","169-194","ND",1.00
650.00,9.00,1.00,1.00,"1972","Z-236: Restos oseos de mamferos rescatados en Tlapacoya IV, Mxico","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1972","ND","ND","25",1.00
651.00,2.00,2.00,1.00,"1968","Sur les pices d'art  mobilier de la prhistoire mexicaine","La prhistorie problmes et tendances","ND",0.00,"ND","Editions du Centre National de la Recherche Scientifique","1968","ND","283-289","ND",1.00
652.00,3.00,1.00,1.00,"1987","Hombre, mamuts y el noreste","Cuadernos del archivo","ND",0.00,"10","Gobierno del estado de Nuevo Len, Secretaria de Administracin Archivo General del Estado","1987","ND","ND","110",1.00
653.00,1.00,1.00,1.00,"1946","El elefante fosil de Tepexpam y el hombre primitivo","Revista Mexicana de Estudios Antropolgicos","ND",8.00,"1-3","Sociedad Mexicana de Antropologa","ND","ND","89-94","ND",1.00
654.00,8.00,2.00,1.00,"1990","The El Golfo Vertebrate fauna","Quaternary Geology of Bahia Adair and the Grand Desierto Region","Owen, K. Davis",0.00,"252","International Geological Correlation Program (IGCP)","ND","ND","5-7","32",1.00
655.00,1.00,1.00,1.00,"1955","Sobre dos molares de Paraelephas columbi (Falcones) del Pleistoceno Superior de Tequixquiac, Mxico","Anales del Instituto Nacional de Antropologa e Historia","ND",7.00,"36","Instituto Nacional de Antropologa e Historia","ND","ND","59-63","ND",1.00
656.00,1.00,1.00,1.00,"1955","Sobre un crneo de Aenocyon dirus (Leidy) del Pleistoceno Superior de Tequixquiac, Mxico","Anales del Instituto Nacional de Antropologa e Historia","ND",7.00,"36","Instituto Nacional de Antropologa e Historia","ND","ND","51-58","ND",1.00
657.00,1.00,1.00,1.00,"1961","Informacin general de las actividades del Instituto Nacional de Antropologa e Historia durante el ao de 1960","Anales del Instituto Nacional de Antropologa e Historia","ND",13.00,"42","Instituto Nacional de Antropologa e Historia","ND","ND","11-26","ND",1.00
658.00,1.00,1.00,1.00,"1959","Informacin general de las actividades del Instituto Nacional de Antropologa e Historia durante el ao de 1959","Anales del Instituto Nacional de Antropologa e Historia","ND",12.00,"41","Instituto Nacional de Antropologa e Historia","ND","ND","15-32","ND",1.00
659.00,1.00,1.00,1.00,"1960","Informacin general de las actividades del Instituto Nacional de Antropologa e Historia durante el ao de 1957 y 1958","Anales del Instituto Nacional de Antropologa e Historia","ND",11.00,"40","Instituto Nacional de Antropologa e Historia","ND","ND","11-35","ND",1.00
660.00,1.00,1.00,2.00,"1952","Asociacin de artefactos con mamut en el Pleistoceno Superior de la Cuenca de Mxico","Revista Mexicana de Estudios Antropolgicos","ND",13.00,"1","Sociedad Mexicana de Antropologa","ND","ND","3-30","ND",1.00
661.00,1.00,1.00,1.00,"1968","Chimalhuacn: un artefacto asociado a megafauna","Publicaciones del Departamento de Prehistoria","ND",0.00,"21","Instituto Nacional de Antropologa e Historia","1968","ND","1-38","ND",1.00
662.00,1.00,1.00,1.00,"1947","Descubrimiento de un fsil humano del Pleistoceno Superior en Tepexpan, Mx.","El Mxico Antiguo","ND",6.00,"9-12","ND","1947","ND","405-407","263-407",1.00
663.00,1.00,1.00,1.00,"1926","Fossil Proboscidea and Edentata of the San Pedro Valley, Arizona","Shorter Contributions to General Geology","ND",0.00,"1925","ND","1926","ND","83-95","ND",1.00
664.00,2.00,1.00,1.00,"1963","Pleistocene history of lake Chapala, Jalisco, Mexico","Essays in honor of K. O. Emery","ND",0.00,"ND","Univ. Southern California","1963","ND","35-49","ND",1.00
665.00,1.00,1.00,1.00,"1947","Preliminary note on the discovery of fossil man at Tepexpan in the Valley of Mexico","American Antiquity","ND",13.00,"1","ND","1947","ND","40-44","ND",1.00
