"IDLOCALIDAD"	"IDESTADO"	"IDMUNICIPI"	"NOMBRE_LOCALIDAD"	"NUMERO_MAPA"	"ESCALA_MAPA"	"LATITUD_GRADOS"	"LATITUD_MINUTOS"	"LATITUD_SEGUNDOS"	"LONGITUD_GRADOS"	"LONGITUD_MINUTOS"	"LONGITUD_SEGUNDOS"	"MERCATOR_NORTE"	"MERCATOR_ESTE"	"LOCALIDAD"	"COORDENADA_N.S"	"COORDENADA_E.W"	"ELEVACION"	"IDPRECISION"	"COMENTARIOS"	"suma"	"with.coords"	"num.abs.dates"	"num.rel.ages"	"primary.pubs"	"num.taxa"	"spatial.rank"	"temporal.rank"	"material.rank"	"taxa.rank"
787	28	0	"Arroyo Chorreras"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ref. 844: corte del terreno en Arroyo Chorreras, a mitad de la carretera de Ciudad Victoria a Brownsville; ref. 846: margen izquierdo del Arroyo adelante de Encinal a la mitad de la carretera Ciudad Victoria-Matamoros"	1	"N"	0	1	TRUE	2	2	2	1	3
789	28	0	"Arroyo Salinillas"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"en el area ahora inundada por el dique (presa) de Falcon, al N de Tamaulipas; cercano al rancho \"El cabaret\", aprox. 10 Km NO del punto exacto, sobre el Bravo donde quedar el centro de la cortina de la presa"	1	"N"	0	1	TRUE	3	2	2	1	3
795	15	0	"cerca de Huehuetoca"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"donde inicia tajo de Nochistongo"	1	"N"	0	1	TRUE	1	2	2	1	3
796	15	0	"bajo sedimento de Lago de Texcoco"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	3	2	2	1	3
797	15	0	"cercanas de Tepexpan"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	2	TRUE	2	2	2	1	3
798	10	0	"Sierra de la Misericordia"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	1	3	TRUE	8	2	1	1	2
799	5	0	"Caon de la Fragua"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	1	1	TRUE	3	2	1	1	3
800	5	33	"Puerto Ventanillas"	"G13-B87"	"1:50,000"	26	1	46	102	44	10	"ND"	"ND"	"ND"	"ND"	"ND"	1090	"ND"	"ND"	1	"Y"	1	2	TRUE	3	1	1	1	3
801	8	0	"Desierto de Chihuahua"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
803	33	0	"Iztapan"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"verificar que no sea la misma a la loc. 257 (del Edo. de Mx.)"	1	"N"	1	1	TRUE	1	2	1	1	3
804	21	0	"fase ajuereado del Valle de Tehuacn"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	1	1	TRUE	2	2	1	1	3
805	32	0	"Valle del Ro Juchipila"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
806	11	0	"Caada de Marfil"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
808	21	0	"Ro Valle Atoyac"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
809	13	0	"Ventoquipa"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ref. 793: clave H60-9"	1	"N"	0	2	TRUE	4	2	2	1	3
810	33	0	"Xilotepec"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Ver que no sea la misma loc que Jilotepec, Edo Mx (ID 174)"	1	"N"	0	1	TRUE	1	2	2	1	3
811	24	0	"Mina de San Antonio"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	19	2	2	1	1
813	15	0	"Tlapacoya I"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ref. 774: cerrro de Tlaplacoya al S de la Sierra del Pino al SE de la cuenca de Mxico"	1	"N"	6	1	TRUE	11	2	1	1	1
814	33	0	"Tlapacoya (T1 XVIII)"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	1	1	TRUE	1	2	1	1	3
815	33	0	"El Risco"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"cerca de Atzacoalco en la autopista a Pachuca. no muy lejos de los lmites del Distrito Federal, ref. 736: unos 12 Km NNW de la ciudad de Mxico. Ref. 766: Ojo podra tratarse del nombre del estrato."	1	"N"	0	1	TRUE	2	2	2	1	3
822	31	0	"Cueva Chekt-a-leh"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	5	2	2	1	2
823	31	0	"Actun Sayab"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"cerca Opichen"	1	"N"	0	1	TRUE	9	2	2	1	2
825	31	0	"Actun Jih"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"en los cerros alrededor de 3 Km de la plaza de Ticul"	1	"N"	0	1	TRUE	3	2	2	1	3
827	13	0	"La Pinta de Vaqueras"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"20 Km NW del rea de Santa Mara Amajac a 8Km S de la ciudad Metztitln, en la Rancheria de Agua Bendita y 2Km al E del arroyo del muerto, la localidad esta situada en el cause del rio"	1	"N"	0	2	TRUE	3	2	2	1	3
828	31	0	"Actun Oxkintok"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"450 m de una de las ruinas de un templo del viejo imperio Maya, sitio Oxkintok"	1	"N"	0	2	TRUE	18	2	2	1	1
829	31	0	"Actun Xkyc"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"Hacienda Calcehtok"	"ND"	"ND"	9999	"ND"	"aprox. 2 Km Hacienda Calcehtok"	1	"N"	0	1	TRUE	7	2	2	1	2
830	33	0	"cerca de Isidro"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"sobre la carretera a Puebla"	1	"N"	0	1	TRUE	2	2	2	1	3
831	10	0	"Las Cruces"	"ND"	"ND"	25	3	12	105	25	99	"ND"	"ND"	"ND"	"ND"	"ND"	2000	"ND"	"9.7 Km NO por carretera pavimentada que comunica a Santiago Papasquiaro con Tepehuanes, en el paraje conocido como Las Cruces"	1	"Y"	0	1	TRUE	1	1	2	1	3
832	22	10	"Landa de Matamoros"	"ND"	"ND"	21	10	54	99	19	12	"ND"	"ND"	"ND"	"ND"	"ND"	1040	"ND"	"ND"	1	"Y"	0	1	TRUE	4	1	2	1	3
835	15	0	"Colonia El Capuln (ampliacin Olimpica)"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ref. 835: esquina en las calles Jesus Castillo y Luis Estrada."	1	"N"	0	1	TRUE	1	2	2	1	3
839	10	0	"Roma"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"en las orillas de la carretera pavimentada Mapimi-Bermejillo a 14 Km de la cabecera municipal"	1	"N"	0	1	TRUE	1	2	2	1	3
840	9	0	"estacin Tacubaya, lnea 9 del metro"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
842	9	2	"Santamara Malinalco"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"en la delegacin Azcapotzalco, en la calle de Santa Mara no. 181. La gua roji reconoce nicamente al pueblo de Santa Mara Maninalco en la delegacin Azcapotzalco: verificar ortografa del informe."	1	"N"	0	1	FALSE	5	2	2	2	2
843	28	0	"La Laguna de Chairel"	"F14-B74"	"1:50,000"	22	16	18	97	57	54	"ND"	"ND"	"ND"	"ND"	"ND"	10	"ND"	"en el area de un parque en la construccin de la calle Aparicio s/n, al N del centro del puerto"	1	"Y"	0	1	TRUE	1	1	2	1	3
850	15	0	"cantera vieja de Tequixquiac"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	8	2	2	1	2
851	15	0	"Tepexpan (SE del Hospital)"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
852	5	0	"Cueva de La Candelaria"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ref. 850: El Valle de las Delicias se halla hacia el SW de Coahuila y la cuenca se encuentra en la ladera N del extremo septentrional de la pequea sierra de la Candelaria al S del mismo valle"	1	"N"	0	1	TRUE	7	2	2	1	2
854	5	0	"cerca de la Cueva Frightful"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	2	2	2	1	3
855	28	0	"Ciudad Guerrero"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Es probable que se trate de la localidad de Arroyo Salinillas"	1	"N"	0	0	TRUE	1	2	3	1	3
856	8	0	"Borjas I"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"desviacin al rancho de Borjas se encuentra a 5 Km de la carretera Cd. Guerreo-Chihuahua, aprox. a 500 m de esta se localiza el rancho"	1	"N"	0	1	TRUE	1	2	2	1	3
857	8	0	"Borjas II"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"desviacin al rancho de Borjas se encuentra a 5 Km de la carretera Cd. Guerreo-Chihuahua, aprox. a 500 m de esta se localiza el rancho"	1	"N"	1	1	TRUE	2	2	1	1	3
858	8	0	"Ranchera El Torren"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"en las inmediaciones de la ranchera, cerca de ciudad Guerrero"	1	"N"	0	1	TRUE	1	2	2	1	3
860	5	0	"Cueva de la Paila"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"la cueva est en el Arroyo del Muerto, de 48 a 50 Km al N de Parras, en lnea recta al E-SE de la cueva La Candelaria, en el Bolsn de las Delicias"	1	"N"	0	1	TRUE	1	2	2	1	3
861	9	0	"Lnea 6 del Sistema de Transporte Colectivo metro"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"En la va rpida de Lzaro Cardenas (antes Av. Parque va) a la altura de la calle Puente de Guerra, frente a la unidad habitacional del Rosario; los restos de caballo a pocos metros y en capas superiores de los restos al norte del mamut"	1	"N"	2	1	TRUE	2	2	1	1	3
863	15	0	"Tepexpan-Hospital Dr. Adolfo M. Nieto"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"se encuentra en el extremo occidental de la poblacin Tepexpan, sobre la esquina noroeste del cruce formado por la carretera federal Mxico-San Martn de las Pirmides y el acceso a la caseta de cuota de Tepexpan de la autopista Mxico-Pirmides"	1	"N"	0	1	TRUE	1	2	2	1	3
864	15	0	"Tepexpan-SE del Museo de Prehistoria de Tepexpan"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"en terrenos del Hospital de enfermos incurables"	1	"N"	0	1	TRUE	2	2	2	1	3
868	9	0	"Inguaran lnea 4 norte"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"NE del centro de la ciudad de Mxico, sobre la Av. Inguaran entre las calles oriente 171 y Av. Talisman, bajo la zona del trabajo de la construccin del metro"	1	"N"	0	1	TRUE	1	2	2	1	3
869	24	0	"Altamirano (Hv-24)"	"ND"	"ND"	22	4	12	98	25	24	"ND"	"ND"	"ND"	"ND"	"ND"	13	"ND"	"el asentamiento se localiza en la margen izquierda del ro Panuco, rea que ahora pertenece a la zona de riego de Pujal-Coy 1a fase; pertenece al ejido Flavio Altamirano. Para la ubicacin corresta se sigui a Merino y Garca Cook, 1881: Informe 23-10"	1	"Y"	0	1	TRUE	1	1	2	1	3
872	31	0	"Actun Xmak"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"4 millas NW de la hacienda Yokat"	1	"N"	0	1	TRUE	2	2	2	1	3
875	31	0	"Cueva Chumul"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
876	31	0	"Cueva Sabaka"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	6	2	2	1	2
877	31	0	"Cueva Tiplamas"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
879	13	0	"Santa Cruz de Amajac"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ref. 793: clave H60-12, 3 Km NW de la localidad La Curva (se encuentra 1 Km al este del poblado de Santa Mara Amajac)"	1	"N"	0	2	TRUE	2	2	2	1	3
880	13	0	"La Moneda"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ref. 793: clave H60-14, 8 Km SE de Santrum, 3 Km al S del camino de terracera que conduce a este poblado"	1	"N"	0	2	TRUE	1	2	2	1	3
881	13	0	"La Concepcin"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ref. 793: clave H60-24, 8 Km NW de Pachuca, por la carretera que va de esta ciudad Actopan"	1	"N"	0	1	TRUE	1	2	2	1	3
882	13	0	"Arroyo Tejocote"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ref. 793: clave H60-5, 17 Km S de la ciudad de Tula, por la carretera que una esta ciudad con la poblacin de Jorobas, 2 Km a SE del poblado de Conejos, en donde est ubicado del arroyo Tecolotes con direccin NW-SE"	1	"N"	0	2	TRUE	3	2	2	1	3
883	13	0	"La Cementera"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ref. 793: clave H60-3, 2 Km W de la cementera La Tolteca"	1	"N"	0	1	TRUE	1	2	2	1	3
884	13	0	"Puerta de las Lajas"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ref. 793: clave H60-16, 2 Km W de la localidad La Moneda (se ubica 8 Km al SE de Santrum al sur del camino de terraceria que conduce a este pobaldo"	1	"N"	0	1	TRUE	1	2	2	1	3
885	13	0	"Epazoyucan"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ref. 793: clave H60-23, 20 Km SE de la ciudad de Pachuca, por la carretera vieja que va a Tulancingo. La zona fosilfera se encuentra siguiendo la desviacin de la carretera principal 1 Km antes de llegar al poblado de Epazuyacan"	1	"N"	0	1	TRUE	1	2	2	1	3
886	13	0	"El Frontn"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ref. 793: clave H60-15, 3 Km S del poblado El Sauz Xhat, a un costado del camino de terracera"	1	"N"	0	1	TRUE	1	2	2	1	3
888	13	0	"Minas Anaya"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ref. 793: clave H60-21, 15 Km NW de la ciudad de Actopan, aprx. 8 Km al NW del poblado de Lagunilla y 1 Km al NE de Santiago Anaya en el municipio del mismo nombre"	1	"N"	0	1	TRUE	1	2	2	1	3
889	13	0	"Lagunilla"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ref. 793: clave H60-7, 12 Km NW de la ciudad de Actopan, 2 Km al NW del poblado de Lagunilla, por el camino de terraceria que va hacia Santiago de Anaya"	1	"N"	0	2	TRUE	3	2	2	1	3
890	13	0	"Dos Cerritos"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ref. 793: clave H60-6, 8 Km S de la ciudad de Actopan, 1 Km antes de llegar a la ciudad de Actopan, hacia el SE existe una desviacin que conduce a la hacienda Chicavasco, se continua por esta carretera y 2 Km antes de llegar a la hacienda"	1	"N"	0	2	TRUE	2	2	2	1	3
891	13	0	"Chicavasco"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ref. 793: clave H60-8, 3 Km S de la localidad Dos cerritos, se encuentra a 8 Km al S de cuidad Actopan, por el camino de terraceria que conduce al poblado de Chivasco"	1	"N"	0	2	TRUE	2	2	2	1	3
892	28	0	"Margen del Ro Carrizal"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	2	2	2	1	3
893	17	0	"Estado de Morelos"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	3	TRUE	2	2	2	1	3
894	28	0	"Valle de los Mamuts, en Xicotncatl"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	2	TRUE	1	2	2	1	3
895	28	37	"San Jos de las Rusias"	"F14-B23"	"1:50,000"	23	33	36	98	2	36	"ND"	"ND"	"ND"	"ND"	"ND"	40	"ND"	"ND"	1	"Y"	0	1	TRUE	1	1	2	1	3
897	12	0	"Estado de Guerrero"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
900	21	0	"Coxcatlan"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"SW del edo. de Puebla, cerca de la villa de San Rafael y cerca de 7 Km SE del pueblo de Coaxcatlan en la qutopista Teotilan del camino"	1	"N"	21	1	TRUE	17	2	1	1	1
901	33	0	"finca Quinta del Altillo"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"situada en la orilla N de la regin volcanica llamada \"EL Pedregal\", la cual se extiende al SW del Valle de Mxico"	1	"N"	0	1	TRUE	1	2	2	1	3
906	16	107	"Loma Alta, Zacap"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	7	2	2	1	2
907	21	0	"Cueva Coxcatln"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ref. 860: 10 Km SE de Coxcatln, Puebla y 5 Km al E de la carretera y del rancho Guadalupe de la victoria; est al pie de una barranca, al N de un cerro llamado \"Ajuereados\""	1	"N"	1	1	TRUE	16	2	1	1	1
908	3	0	"Rancho El Mezquital"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"1 Km al SW de San Joaqun que a su vez est 13 Km S de San Ignacio, Delegacin de Santa Rosala"	1	"N"	0	1	TRUE	1	2	2	1	3
909	32	0	"Osario de la Quemada"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"el osario se hall en el rincn formado por dos banquetas de 12 a 14 m de altura, al norte de \"Cuartel de Armillas\" con vista al suroriente"	1	"N"	0	1	TRUE	12	2	2	1	1
910	16	107	"Guadalupe, Zacap"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	9	2	2	1	2
911	15	0	"Nextlalpan"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"N del estado"	1	"N"	1	2	TRUE	1	2	1	1	3
912	15	0	"barrio de San Pedro Miltenco"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"en el esctremo sureste de la poblacin de Nextlalpan"	1	"N"	0	1	TRUE	1	2	2	1	3
914	16	0	"junto a \"Punta de las Candelas\""	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"aprox. 4 Km al N-NE de Cojumatln, en el ejido del \"Puerto del Len\""	1	"N"	0	1	TRUE	2	2	2	1	3
918	25	10	"El Fuerte"	"ND"	"1:50,000"	26	25	99	108	37	99	"ND"	"ND"	"ND"	"ND"	"ND"	80	"ND"	"se localizaron en varios puntos a lo largo del canal de conexin entre las Presas Miguel Hidalgo y Costilla y Josefina Ortiz de Domnguez"	1	"Y"	0	1	TRUE	2	1	2	1	3
919	16	0	"area de Cuitzeo"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"N del poblado de Ciutzeo a 2 Km de ste y a 2.5 Km aprox. al oriente de la carretera que comunica con el poblado de Norolon, Guanajuato"	1	"N"	0	1	TRUE	4	2	2	1	3
920	16	0	"ribera S del lago de Cuitzeo"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
921	16	0	"Santa Ana Mara"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"N de la laguna de Cuitzeo"	1	"N"	0	1	TRUE	1	2	2	1	3
922	15	0	"Tocuila"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"en cercanas de Tezcoco, en el patio interior de una casa habitacin anexa a una tienda de abarrotes llamada La Lupita, situada en la calle Emiliano Zapata No. 51 del poblado de Tocuila"	1	"N"	0	1	TRUE	1	2	2	1	3
923	15	0	"Ventanilla frente 3, Teotihuacn"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	14	2	2	1	1
